id,Type,geometry
1,OUTER CORDON (OC),"LINESTRING (-7.557282299530715 49.76725313978924, -7.557282299530715 49.76725313978924, -7.557282346322795 49.76725313666159, -7.557282368766502 49.767253135897924, -7.55728241784208 49.767253134118086, -7.5572824683136774 49.767253132253245, -7.557282557013541 49.767253131015046, -7.557282617686065 49.76725313087614, -7.5572827208840625 49.76725313168776, -7.557282823976719 49.76725313191569, -7.557282941892236 49.76725313593105, -7.55728314057489 49.76725314150432, -7.557283230363605 49.76725314603444, -7.557283361940669 49.76725315506199, -7.5572834301457945 49.767253157376494, -7.557283511038332 49.76725316712192, -7.557283516948111 49.767253168521286, -7.557283609232469 49.76725317874499, -7.557283675903171 49.767253191653126)"
2,INNER CORDON (IC),"LINESTRING (-7.557280978402079 49.76725450205097, -7.557280977026214 49.76725450241376, -7.557280975640792 49.76725450276097, -7.557280974246233 49.76725450309249, -7.5572809728429595 49.76725450340818, -7.557280971431405 49.767254503708, -7.557280970011996 49.76725450399182, -7.55728096858516 49.767254504259576, -7.557280967151336 49.76725450451119, -7.557280965710955 49.76725450474656, -7.5572809642644545 49.76725450496562, -7.55728096281228 49.767254505168324, -7.557280961354872 49.7672545053546, -7.55728095989267 49.767254505524384, -7.5572809584261185 49.76725450567763, -7.557280956955667 49.7672545058143, -7.557280955481758 49.767254505934325, -7.557280954004841 49.76725450603769, -7.5572809525253675 49.76725450612439, -7.557280951043787 49.76725450619433, -7.55728094956055 49.767254506247546, -7.557280948076104 49.767254506284004, -7.557280946590901 49.7672545063037, -7.557280945105394 49.76725450630661, -7.557280943620036 49.767254506292744, -7.557280942135278 49.76725450626211, -7.5572809406515695 49.76725450621471, -7.557280939169361 49.767254506150564, -7.5572809376891055 49.76725450606969, -7.557280936211251 49.767254505972105, -7.557280934736247 49.767254505857856, -7.5572809332645425 49.76725450572696, -7.557280931796588 49.76725450557946, -7.5572809303328246 49.76725450541542, -7.557280928873702 49.76725450523487, -7.557280927419658 49.767254505037855, -7.557280925971141 49.767254504824464, -7.5572809245285875 49.76725450459474, -7.557280923092435 49.76725450434877, -7.557280921663126 49.7672545040866, -7.5572809202410856 49.76725450380836, -7.5572809188267565 49.76725450351408, -7.557280917420561 49.76725450320388, -7.55728091602293 49.76725450287785, -7.557280914634286 49.76725450253606, -7.557280913255054 49.76725450217867, -7.557280911885649 49.76725450180576, -7.557280910526497 49.76725450141744, -7.557280909178003 49.76725450101382, -7.55728090784058 49.76725450059503, -7.557280906514622 49.76725450016121, -7.557280905200552 49.767254499712486, -7.557280903898766 49.76725449924897, -7.557280902609647 49.76725449877084, -7.5572809013335975 49.767254498278234, -7.5572809000709995 49.76725449777127, -7.557280898822239 49.76725449725012, -7.557280897587699 49.76725449671499, -7.557280896367749 49.76725449616596, -7.557280895162769 49.767254495603254, -7.557280893973115 49.767254495027025, -7.557280892799155 49.76725449443744, -7.557280891641239 49.7672544938347, -7.557280890499725 49.76725449321895, -7.557280889374964 49.767254492590425, -7.557280888267287 49.76725449194928, -7.557280887177041 49.76725449129574, -7.557280886104547 49.76725449062997, -7.5572808850501465 49.76725448995221, -7.557280884014144 49.76725448926262, -7.557280882996862 49.767254488561456, -7.557280881998604 49.7672544878489, -7.557280881019686 49.767254487125186, -7.557280880060396 49.76725448639053, -7.557280879121025 49.76725448564514, -7.5572808782018654 49.76725448488928, -7.557280877303189 49.76725448412313, -7.5572808764252715 49.76725448334695, -7.557280875568385 49.767254482561, -7.557280874732779 49.767254481765455, -7.557280873918717 49.76725448096061, -7.557280873126447 49.767254480146704, -7.557280872356201 49.767254479323945, -7.557280871608221 49.767254478492646, -7.5572808708827335 49.767254477653005, -7.557280870179958 49.767254476805306, -7.557280869500106 49.767254475949805, -7.5572808688433835 49.76725447508676, -7.557280868209997 49.76725447421642, -7.5572808676001335 49.76725447333907, -7.557280867013978 49.76725447245496, -7.557280866451712 49.767254471564364, -7.5572808659135 49.76725447066755, -7.557280865399514 49.767254469764794, -7.5572808649099095 49.76725446885638, -7.557280864444825 49.767254467942564, -7.557280864004416 49.76725446702364, -7.557280863588802 49.76725446609987, -7.557280863198121 49.767254465171575, -7.557280858503708 49.767254461507676, -7.557280853907965 49.76725445779165, -7.557280849412272 49.767254454024624, -7.557280845017976 49.76725445020775, -7.5572808407263965 49.767254446342164, -7.557280836538821 49.76725444242899, -7.557280832456506 49.76725443846944, -7.557280828480672 49.76725443446468, -7.557280824612521 49.76725443041595, -7.557280820853201 49.76725442632441, -7.557280817203852 49.76725442219134, -7.557280813665558 49.76725441801794, -7.5572808102393845 49.767254413805446, -7.55728080692636 49.767254409555186, -7.557280803727482 49.767254405268396, -7.557280800643704 49.76725440094636, -7.557280798519869 49.76725439937881, -7.557280796437479 49.767254397788136, -7.55728079439713 49.76725439617474, -7.557280792399405 49.76725439453914, -7.557280790444899 49.767254392881775, -7.557280788534157 49.76725439120312, -7.557280786667742 49.767254389503684, -7.557280784846194 49.767254387783936, -7.557280783070036 49.7672543860444, -7.557280781339779 49.76725438428556, -7.557280779655925 49.76725438250791, -7.5572807780189635 49.767254380712, -7.55728077642936 49.76725437889833, -7.557280774887583 49.767254377067395, -7.557280773394073 49.767254375219764, -7.557280771949261 49.767254373355975, -7.557280770553565 49.76725437147653, -7.557280769207389 49.767254369582, -7.557280767911113 49.76725436767292, -7.557280766665131 49.76725436574986, -7.557280765469786 49.767254363813336, -7.557280764325432 49.76725436186395, -7.557280763232396 49.76725435990224, -7.557280762190992 49.767254357928785, -7.557280761201527 49.76725435594416, -7.55728076026428 49.7672543539489, -7.557280759379528 49.76725435194364, -7.557280758547519 49.767254349928905, -7.557280757768502 49.76725434790533, -7.557280757042698 49.767254345873454, -7.557280756370316 49.76725434383389, -7.557280745653096 49.76725433066906, -7.55728073526777 49.767254317393096, -7.557280725217085 49.767254304009526, -7.557280715503693 49.76725429052188, -7.557280706130166 49.76725427693371, -7.557280697098978 49.76725426324863, -7.557280688412525 49.767254249470234, -7.557280679074815 49.76725423400569, -7.557280669354927 49.767254218640254, -7.557280659255369 49.76725420337787, -7.557280648778749 49.767254188222516, -7.557280637927768 49.76725417317808, -7.557280626705221 49.76725415824843, -7.557280622563156 49.767254153794894, -7.557280618536632 49.767254149297145, -7.557280614626764 49.767254144756414, -7.557280610834643 49.767254140173975, -7.557280607161336 49.76725413555113, -7.557280603607871 49.76725413088914, -7.557280600175234 49.76725412618932, -7.557280596864392 49.767254121452986, -7.557280593676268 49.76725411668148, -7.5572805906117475 49.76725411187609, -7.557280587671693 49.76725410703819, -7.557280584856925 49.767254102169154, -7.557280582168235 49.76725409727029, -7.557280579606365 49.767254092343, -7.557280577172039 49.76725408738866, -7.557280576175664 49.76725408475169, -7.557280575112022 49.76725408212579, -7.557280573981403 49.76725407951163, -7.557280572784115 49.76725407690997, -7.5572805715204865 49.767254074321485, -7.557280570190866 49.76725407174693, -7.5572805687956155 49.76725406918697, -7.557280567335123 49.767254066642316, -7.557280565809779 49.76725406411369, -7.557280564220013 49.76725406160178, -7.557280562566252 49.76725405910724, -7.557280560848958 49.7672540566308, -7.5572805590685865 49.76725405417307, -7.557280557225641 49.767254051734824, -7.557280555320619 49.767254049316634, -7.557280553354051 49.76725404691923, -7.557280551326465 49.767254044543236, -7.557280549238422 49.7672540421893, -7.557280547998979 49.76725404077916, -7.557280546796674 49.76725403935558, -7.557280545631841 49.76725403791897, -7.557280544504824 49.76725403646979, -7.557280543415945 49.76725403500839, -7.557280542365519 49.76725403353526, -7.557280541353853 49.767254032050786, -7.557280540381228 49.7672540305554, -7.557280539447934 49.76725402904954, -7.557280538554236 49.76725402753366, -7.557280537700392 49.767254026008146, -7.557280536886649 49.767254024473466, -7.557280536113235 49.76725402293005, -7.557280535380383 49.76725402137838, -7.557280534688301 49.76725401981888, -7.557280534037181 49.76725401825197, -7.55728053342722 49.76725401667814, -7.557280532858588 49.76725401509782, -7.55728053233145 49.76725401351149, -7.55728053184596 49.76725401191959, -7.557280531402257 49.767254010322574, -7.55728053100047 49.76725400872091, -7.557280530640711 49.76725400711507, -7.557280530323086 49.7672540055055, -7.557280530047687 49.76725400389267, -7.5572805298145935 49.76725400227704, -7.557280529623869 49.76725400065909, -7.5572805294755705 49.76725399903926, -7.557280529369752 49.767253997418074, -7.557280529306422 49.76725399579592, -7.557280529285613 49.767253994173316, -7.557280523140259 49.76725396952517)"
1,INNER CORDON (IC),"LINESTRING (-7.557282503330072 49.76725374359701, -7.557282512020646 49.767253748974355, -7.55728252084333 49.76725375426069, -7.557282529795852 49.767253759454626, -7.5572825388759 49.767253764554845, -7.557282548081147 49.76725376956003, -7.557282557409215 49.767253774468884, -7.557282566857701 49.767253779280146, -7.557282574854508 49.76725378127051, -7.557282582797207 49.7672537833498, -7.5572825906834415 49.76725378551736, -7.557282598510869 49.7672537877726, -7.557282606277173 49.76725379011481, -7.557282613980041 49.767253792543286, -7.557282621617197 49.76725379505737, -7.557282629186373 49.76725379765626, -7.557282636685319 49.76725380033919, -7.557282644111821 49.76725380310538, -7.557282651463661 49.767253805954, -7.5572826587386706 49.7672538088842, -7.557282665934691 49.76725381189513, -7.557282673049576 49.767253814985885, -7.557282680081232 49.76725381815555, -7.557282681493133 49.76725381870047, -7.557282682890316 49.76725381926106, -7.55728268427237 49.76725381983719, -7.557282685638886 49.76725382042865, -7.5572826869894545 49.76725382103528, -7.5572826883236734 49.76725382165692, -7.557282689641147 49.76725382229337, -7.557282690941488 49.767253822944426, -7.557282692224299 49.767253823609906, -7.557282693489209 49.76725382428961, -7.557282694735835 49.76725382498335, -7.5572826959638135 49.76725382569089, -7.557282697172778 49.76725382641206, -7.557282698362364 49.76725382714659, -7.557282699532218 49.767253827894336, -7.557282700681997 49.76725382865501, -7.557282701811359 49.76725382942842, -7.5572827029199665 49.767253830214315, -7.557282704007486 49.76725383101247, -7.557282705073605 49.76725383182267, -7.557282706117991 49.76725383264464, -7.55728270714035 49.76725383347815, -7.557282708140366 49.767253834322986, -7.557282709117748 49.76725383517883, -7.557282710072203 49.76725383604545, -7.557282711003447 49.767253836922634, -7.5572827119112045 49.76725383781007, -7.557282712795204 49.76725383870751, -7.557282713655185 49.76725383961469, -7.557282714490895 49.76725384053133, -7.557282715302076 49.76725384145718, -7.557282716088491 49.76725384239195, -7.557282716849911 49.76725384333537, -7.557282717586102 49.76725384428714, -7.557282718296851 49.767253845246984, -7.557282718981945 49.767253846214636, -7.557282719641183 49.76725384718979, -7.557282720274362 49.76725384817215, -7.5572827208812985 49.767253849161456, -7.557282721461814 49.76725385015738, -7.55728272201573 49.76725385115964, -7.557282722542888 49.767253852167926, -7.5572827230431265 49.76725385318196, -7.557282723516303 49.76725385420143, -7.557282725062661 49.76725385716587, -7.557282726678846 49.767253860114636, -7.557282728364495 49.767253863047046, -7.557282730119198 49.76725386596241, -7.557282731942547 49.76725386886004, -7.557282733834122 49.767253871739285, -7.557282741270545 49.76725388388232, -7.557282741270545 49.76725388388232, -7.557282740667124 49.76725388392723)"
1,SCREENLINE A (SA),"LINESTRING (-7.557283051718031 49.76725360035784, -7.557283046087503 49.767253602181164, -7.557283040410929 49.76725360394359, -7.557283034689882 49.76725360564459, -7.557283028925941 49.76725360728372, -7.557283023120705 49.76725360886053, -7.557283017275774 49.76725361037458, -7.55728301139277 49.767253611825446, -7.557283008408335 49.76725361355923, -7.557283005470346 49.76725361532598, -7.557283002579674 49.76725361712517, -7.557282999737171 49.767253618956296, -7.557282996943682 49.767253620818764, -7.557282994200022 49.767253622712076, -7.557282991507009 49.76725362463565, -7.557282988865437 49.767253626588904, -7.557282986276085 49.76725362857131, -7.55728298373972 49.767253630582225, -7.55728298125709 49.76725363262108, -7.557282978828933 49.767253634687286, -7.557282976455958 49.7672536367802, -7.557282974395276 49.767253641702936, -7.557282972436345 49.76725364664305, -7.557282970579521 49.7672536515997, -7.557282968825119 49.76725365657198, -7.557282968669616 49.76725365685411, -7.557282968521706 49.76725365713793, -7.557282968381433 49.76725365742338, -7.557282968248844 49.76725365771036, -7.5572829681239675 49.7672536579988, -7.55728296800685 49.76725365828861, -7.557282967897521 49.7672536585797, -7.557282967796016 49.76725365887194, -7.557282967702372 49.7672536591653, -7.557282967616606 49.76725365945967, -7.557282967538751 49.76725365975496, -7.557282967468832 49.767253660051075, -7.5572829674068664 49.767253660347954, -7.5572829673528705 49.767253660645444, -7.557282967306864 49.767253660943545, -7.55728296726886 49.76725366124208, -7.557282967238873 49.76725366154101, -7.557282967216909 49.767253661840236, -7.557282967202977 49.76725366213967, -7.557282967197074 49.76725366243922, -7.557282967199215 49.767253662738774, -7.557282967209386 49.76725366303827, -7.5572829672275885 49.7672536633376, -7.55728296725382 49.76725366363668, -7.557282967288068 49.76725366393543, -7.557282967330327 49.76725366423372, -7.557282967380583 49.767253664531516, -7.557282967438821 49.767253664828694, -7.557282967505022 49.76725366512518, -7.5572829675791615 49.767253665420874, -7.557282967661223 49.76725366571567, -7.55728296775118 49.7672536660095, -7.557282967564208 49.76725366668146, -7.557282967359343 49.7672536673512, -7.557282967136645 49.767253668018554, -7.557282966896184 49.76725366868329, -7.557282966638037 49.76725366934527, -7.557282966362282 49.76725367000426, -7.557282966068984 49.76725367066007, -7.557282965758248 49.76725367131248, -7.557282965430158 49.767253671961335, -7.557282965084816 49.76725367260643, -7.557282964722326 49.76725367324754, -7.557282964342792 49.767253673884525, -7.557282963946326 49.76725367451715, -7.557282963533051 49.767253675145234, -7.557282963103092 49.76725367576862, -7.557282962656569 49.76725367638711, -7.557282962193626 49.7672536770005, -7.557282961714389 49.76725367760863, -7.55728296121901 49.7672536782113, -7.557282960707632 49.76725367880834, -7.557282960180414 49.767253679399566, -7.557282959637508 49.7672536799848)"
1,SCREENLINE B (SB),"LINESTRING (-7.557282705949978 49.76725360595872, -7.557282705219077 49.76725360656511, -7.55728270450374 49.76725360717927, -7.557282703804154 49.76725360780097, -7.557282703120522 49.76725360843009, -7.557282702453025 49.76725360906641, -7.557282701801846 49.76725360970981, -7.5572827011671615 49.767253610360086, -7.557282700549145 49.76725361101705, -7.557282699947968 49.76725361168053, -7.557282699363787 49.767253612350366, -7.5572826987967705 49.76725361302636, -7.5572826983298 49.7672536133868, -7.5572826978724255 49.767253613752374, -7.557282697424787 49.76725361412298, -7.557282696987019 49.76725361449849, -7.557282696559246 49.7672536148788, -7.5572826961415895 49.76725361526378, -7.557282695734176 49.767253615653374, -7.55728269533713 49.76725361604741, -7.557282694950561 49.76725361644579, -7.557282694574583 49.76725361684841, -7.557282694209312 49.76725361725514, -7.557282693854847 49.76725361766586, -7.557282693511296 49.76725361808047, -7.557282693178763 49.76725361849881, -7.557282692857341 49.767253618920776, -7.557282692547125 49.767253619346256, -7.557282692248211 49.767253619775126, -7.557282691960683 49.76725362020724, -7.557282691703771 49.76725362070932, -7.557282691433714 49.7672536212085, -7.557282691150588 49.76725362170464, -7.557282690854476 49.76725362219757, -7.557282690545461 49.767253622687186, -7.557282690223628 49.76725362317332, -7.55728268988908 49.76725362365583, -7.557282689541911 49.76725362413459, -7.557282689182216 49.76725362460945, -7.557282688810106 49.767253625080286, -7.557282688425682 49.767253625546964, -7.557282688029061 49.76725362600933, -7.557282687620357 49.767253626467244, -7.557282687199683 49.7672536269206, -7.55728268676717 49.76725362736927, -7.5572826863229325 49.7672536278131, -7.5572826858671 49.76725362825197, -7.557282685399816 49.767253628685744, -7.557282684921213 49.767253629114315, -7.557282684431414 49.76725362953757, -7.557282683930575 49.76725362995536, -7.557282683418838 49.76725363036755, -7.557282682896349 49.76725363077405, -7.557282682363264 49.767253631174746, -7.5572826818197285 49.7672536315695, -7.5572826812659075 49.76725363195821, -7.557282680701962 49.76725363234078, -7.557282672050882 49.76725363842886, -7.557282663493428 49.7672536445722, -7.557282662448976 49.767253644995655, -7.557282661415904 49.76725364543066, -7.557282660394526 49.76725364587709, -7.557282659385134 49.7672536463348, -7.557282658388028 49.7672536468037, -7.557282657403504 49.7672536472836, -7.557282656431855 49.7672536477744, -7.557282655473363 49.76725364827593, -7.557282654528312 49.76725364878806, -7.557282653596981 49.767253649310604, -7.5572826526796435 49.76725364984347, -7.557282651776573 49.767253650386444, -7.5572826508880375 49.767253650939374, -7.5572826500142956 49.76725365150211, -7.557282649599683 49.767253651753464, -7.557282649178623 49.76725365200027, -7.557282648751228 49.767253652242466, -7.557282648317621 49.76725365247999, -7.557282647877924 49.76725365271275, -7.557282647432261 49.767253652940724, -7.557282646980758 49.76725365316382, -7.55728264652354 49.76725365338197, -7.557282646060738 49.76725365359514, -7.557282645592479 49.76725365380323, -7.557282645118894 49.767253654006225, -7.5572826446401224 49.76725365420402, -7.557282644156294 49.76725365439659, -7.557282643667544 49.767253654583875, -7.557282643174019 49.76725365476585, -7.557282642675847 49.76725365494242, -7.55728264217317 49.76725365511355, -7.557282641666133 49.76725365527919, -7.55728264115488 49.76725365543932, -7.557282640639549 49.76725365559384, -7.55728264012029 49.76725365574277, -7.557282639602863 49.767253655983495, -7.557282639079137 49.76725365621846, -7.557282638549263 49.767253656447544, -7.557282638013397 49.76725365667073, -7.557282637471693 49.767253656887895, -7.557282636924321 49.76725365709904, -7.557282636371435 49.76725365730407, -7.557282635813202 49.767253657502906, -7.557282635249781 49.76725365769553, -7.557282634681341 49.76725365788183, -7.557282634108045 49.76725365806183, -7.557282633530069 49.7672536582354, -7.557282632947578 49.767253658402524, -7.557282632360749 49.76725365856317, -7.557282631769744 49.76725365871726, -7.557282631174746 49.76725365886474, -7.557282630575932 49.76725365900559, -7.557282629973473 49.76725365913978, -7.557282629367547 49.76725365926726, -7.557282628758332 49.76725365938796)"
1,"SCREENLINE C (SC)
","LINESTRING (-7.5572743646470615 49.76725589160138, -7.557274364637866 49.76725589159406, -7.55727436462887 49.76725589158666, -7.5572743646200795 49.767255891579154, -7.557274364611484 49.767255891571516, -7.557274364603097 49.767255891563806, -7.557274364594923 49.76725589155602, -7.557274364586954 49.76725589154813, -7.557274364579199 49.76725589154014, -7.557274364571657 49.767255891532066, -7.557274364564342 49.76725589152392, -7.557274364557237 49.76725589151568, -7.55727436455036 49.767255891507375, -7.557274364543704 49.76725589149898, -7.557274364537272 49.76725589149052, -7.557274364531076 49.767255891482, -7.557274364525103 49.76725589147338, -7.557274364519362 49.76725589146472, -7.55727436451386 49.76725589145599, -7.557274364508588 49.767255891447206, -7.557274364503558 49.767255891438346, -7.557274364498763 49.76725589142946, -7.557274364494209 49.76725589142052, -7.557274364489894 49.76725589141149, -7.557274364485823 49.767255891402435, -7.557274364481993 49.76725589139334, -7.557274364478411 49.76725589138418, -7.557274364475075 49.76725589137501, -7.557274364471985 49.76725589136579, -7.5572743644691425 49.767255891356534, -7.557274364466551 49.76725589134727, -7.557274364464205 49.76725589133795, -7.557274364462111 49.76725589132864, -7.557274364460269 49.767255891319266, -7.557274364458677 49.7672558913099, -7.5572743644573395 49.76725589130051, -7.557274364456247 49.7672558912911, -7.557274364455416 49.767255891281685, -7.557274364454832 49.76725589127227, -7.557274364454506 49.767255891262835, -7.557274364454431 49.76725589125342, -7.557274364454607 49.76725589124397, -7.55727436445504 49.76725589123456, -7.557274364455724 49.767255891225126, -7.557274364456661 49.76725589121572, -7.557274364457852 49.76725589120632, -7.557274364459293 49.76725589119693, -7.557274364460983 49.767255891187574, -7.557274364462928 49.76725589117823, -7.557274364465127 49.7672558911689, -7.557274364467567 49.76725589115961, -7.5572743644702625 49.76725589115033, -7.557274364473208 49.7672558911411, -7.557274364476398 49.76725589113192, -7.557274364479833 49.767255891122744, -7.557274364483514 49.767255891113614, -7.557274364487441 49.76725589110453, -7.557274364491612 49.7672558910955, -7.557274364496023 49.7672558910865, -7.557274364500681 49.767255891077575, -7.557274364505568 49.767255891068686, -7.557274364510699 49.76725589105987, -7.557274364516064 49.76725589105109, -7.557274364521661 49.7672558910424, -7.557274364527497 49.76725589103376, -7.55727436453356 49.76725589102519, -7.557274364539853 49.76725589101666, -7.557274364546373 49.76725589100824, -7.557274364553119 49.7672558909999, -7.557274364560089 49.76725589099162, -7.557274364567279 49.76725589098341, -7.557274364574688 49.7672558909753, -7.557274364582315 49.76725589096726, -7.557274364590157 49.76725589095931, -7.55727436459821 49.76725589095147, -7.557274364606471 49.7672558909437, -7.557274364614941 49.76725589093602, -7.5572743646236145 49.76725589092843, -7.557274364632496 49.767255890920985, -7.557274364641572 49.7672558909136, -7.557274364650842 49.76725589090632, -7.55727436466031 49.76725589089916, -7.557274364669968 49.767255890892116, -7.55727436467981 49.76725589088516, -7.557274364689843 49.76725589087833, -7.557274364700055 49.7672558908716, -7.557274364710448 49.767255890865016, -7.557274364721014 49.767255890858515, -7.557274364731753 49.76725589085215, -7.557274364742662 49.7672558908459, -7.557274364753739 49.767255890839785, -7.557274364764976 49.76725589083379, -7.557274364776373 49.767255890827904, -7.557274364787927 49.76725589082217, -7.557274364799633 49.76725589081657, -7.557274364811484 49.76725589081111, -7.557274364823484 49.76725589080575, -7.557274364835625 49.76725589080054, -7.5572743648479035 49.767255890795475, -7.557274364860318 49.76725589079055, -7.557274364872861 49.76725589078576, -7.55727436488553 49.767255890781115, -7.557274364898324 49.76725589077661, -7.557274364911233 49.767255890772255, -7.557274364924261 49.76725589076804, -7.5572743649374 49.767255890763984, -7.557274364950645 49.76725589076005, -7.557274364963991 49.76725589075628, -7.557274364977443 49.767255890752686, -7.557274364990985 49.767255890749226, -7.557274365004616 49.76725589074591, -7.557274365018334 49.76725589074274, -7.557274365032136 49.767255890739754, -7.557274365046019 49.76725589073689, -7.5572743650599765 49.76725589073422, -7.557274365074002 49.76725589073168, -7.557274365088092 49.76725589072932, -7.557274365102243 49.76725589072711, -7.557274365116458 49.76725589072506, -7.557274365130719 49.76725589072315, -7.5572743651450285 49.767255890721415, -7.5572743651593886 49.76725589071986, -7.557274365173783 49.76725589071843, -7.557274365188215 49.767255890717195, -7.5572743652026775 49.767255890716115, -7.55727436521717 49.767255890715184, -7.557274365231681 49.76725589071444, -7.557274365246216 49.76725589071384, -7.5572743652607555 49.76725589071339, -7.557274365631634 49.767255890635504, -7.557274366004444 49.76725589056154, -7.557274366379083 49.767255890491576, -7.557274366755451 49.767255890425645, -7.557274367133448 49.76725589036372, -7.55727436751297 49.76725589030586, -7.557274367893911 49.76725589025203, -7.5572743682761745 49.76725589020229, -7.557274368659649 49.76725589015664, -7.557274369044232 49.76725589011509, -7.557274369429821 49.767255890077635, -7.5572743698163105 49.76725589004432, -7.557274370203592 49.76725589001512, -7.557274370591568 49.76725588999007, -7.557274378171067 49.76725588960109, -7.557274385446487 49.76725588911499, -7.557274392604129 49.76725588845259, -7.557274396994122 49.76725588820341, -7.557274400236721 49.76725588798275, -7.557274403128123 49.76725588778204, -7.557274406101326 49.767255887540095, -7.5572744079532095 49.76725588737928, -7.557274411061373 49.76725588724615, -7.557274414165559 49.76725588707855, -7.557274417264862 49.76725588687658, -7.557274420358373 49.76725588664025, -7.557274423445189 49.7672558863697, -7.557274426524391 49.76725588606493, -7.557274429595096 49.767255885726094, -7.5572744326563965 49.76725588535323, -7.557274435707388 49.767255884946465, -7.557274438747187 49.767255884505964, -7.557274441774899 49.76725588403181, -7.557274444789632 49.76725588352416, -7.557274447790509 49.767255882983164, -7.557274450776648 49.76725588240895, -7.557274453747176 49.767255881801724, -7.557274456701213 49.76725588116166, -7.557274459637907 49.767255880488925, -7.557274487231844 49.76725587443986, -7.557274514674551 49.76725586810874, -7.557274541959163 49.76725586149717, -7.5572745690788405 49.76725585460678, -7.557274596026803 49.767255847439316, -7.557274622796297 49.76725583999659, -7.557274649380616 49.76725583228042, -7.5572746783729805 49.7672558246069, -7.557274721773822 49.76725581385901, -7.557274767523263 49.76725580297166, -7.557274813010776 49.767255791633225, -7.557274858225768 49.76725577984636, -7.557274903157691 49.76725576761379, -7.557274945955266 49.76725575678613, -7.557274950528937 49.7672557555191, -7.557274953478647 49.76725575474261, -7.557274978491837 49.7672557470912, -7.557274979794691 49.76725574670131, -7.557274980929596 49.76725574623406, -7.55727498124802 49.76725574598491, -7.557274981395808 49.76725574577521, -7.557274981526581 49.767255745529894, -7.5572749815982405 49.767255745398415, -7.557274981764835 49.76725574513206, -7.557274982051394 49.76725574484128, -7.55727498228467 49.76725574467932, -7.557274982451576 49.76725574447002, -7.557274982486564 49.7672557442205, -7.557274982514847 49.767255743970644, -7.557274982536412 49.7672557437205, -7.557274982551254 49.76725574347016, -7.557274982559368 49.76725574321967, -7.557274982560758 49.767255742969134, -7.557274982555416 49.76725574271864, -7.557274982543348 49.767255742468215, -7.557274982524554 49.767255742217976, -7.5572749824990435 49.76725574196798, -7.557274982466819 49.76725574171831, -7.557274982427901 49.76725574146906, -7.557274982382289 49.76725574122028, -7.557274982330001 49.76725574097203, -7.557274982271057 49.76725574072442, -7.55727498220547 49.76725574047751, -7.557274982133261 49.767255740231384, -7.557274982054452 49.76725573998611, -7.557274981969071 49.76725573974175, -7.557274981877133 49.76725573949838, -7.55727498177868 49.7672557392561, -7.5572749816737295 49.76725573901498, -7.557274981562316 49.76725573877505, -7.5572749814444835 49.767255738536434, -7.55727498132025 49.767255738299156, -7.557274981189669 49.767255738063334, -7.557274981052774 49.76725573782902, -7.5572749809096065 49.76725573759627, -7.5572749807602095 49.767255737365176, -7.557274980604629 49.76725573713581, -7.557274980442908 49.767255736908226, -7.5572749802751 49.767255736682486, -7.557274980101252 49.76725573645869, -7.557274979921422 49.76725573623686, -7.5572749797356655 49.767255736017106, -7.55727497954403 49.76725573579949, -7.55727497934658 49.767255735584044, -7.557274979143373 49.76725573537087, -7.5572749789344735 49.76725573516003, -7.557274978719942 49.767255734951554, -7.55727497849984 49.76725573474553, -7.557274978274242 49.76725573454202, -7.55727497804321 49.7672557343411, -7.557274977806811 49.76725573414278, -7.557274977565129 49.767255733947174, -7.557274977318227 49.767255733754304, -7.557274977066186 49.76725573356428, -7.557274976809078 49.7672557333771, -7.557274931958512 49.76725571346001, -7.557274886614273 49.7672556940175, -7.557274882399534 49.767255691638354, -7.557274878121946 49.76725568930672, -7.557274873782782 49.76725568702334, -7.557274869383344 49.76725568478887, -7.5572748649249375 49.767255682603974, -7.557274860408899 49.767255680469304, -7.55727485583658 49.76725567838552, -7.557274851209339 49.76725567635321, -7.557274846528571 49.767255674373025, -7.55727484179566 49.76725567244551, -7.557274837012024 49.76725567057129, -7.557274832179096 49.767255668750856, -7.5572748272983175 49.76725566698484, -7.557274822371145 49.76725566527368, -7.5572748173990565 49.76725566361795, -7.557274812383525 49.76725566201812, -7.557274807489753 49.76725565999421, -7.557274799673924 49.767255656340055, -7.557274791923689 49.767255652282785, -7.557274784077209 49.767255648303895, -7.557274776136379 49.7672556444043, -7.557274768103107 49.76725564058498, -7.557274759979332 49.76725563684683, -7.557274751767007 49.767255633190764, -7.5572747500314135 49.76725563237309, -7.557274748317535 49.76725563153639, -7.5572747466258745 49.767255630680964, -7.557274744956908 49.76725562980701, -7.557274743311129 49.7672556289148, -7.557274741689012 49.7672556280046, -7.557274740091019 49.767255627076686, -7.557274738517617 49.767255626131266, -7.557274736969261 49.767255625168694, -7.557274735446403 49.7672556241892, -7.557274733949476 49.76725562319305, -7.5572747324789145 49.767255622180585, -7.557274731035149 49.76725562115207, -7.557274729618583 49.767255620107775, -7.557274728229646 49.76725561904804, -7.557274726868725 49.767255617973184, -7.557274725536219 49.76725561688349, -7.557274722388182 49.76725561391154)"
