,id,Shape__Len,geometry
0,1,4278.96887349,"MULTILINESTRING ((0.1375949053562048 52.20843935326433, 0.138304899620775 52.208509967030786, 0.1426320582932564 52.209199475438574, 0.1435122222187247 52.20941723195005, 0.1444259759493277 52.20976793866071, 0.1478025472695857 52.21159316520596, 0.1504061272710232 52.213165252227505, 0.1511514316145032 52.21340210531278, 0.1524654126519314 52.21359518923014, 0.1535149925517998 52.21348646390476, 0.1545900235202998 52.21338239705127, 0.1576025265205325 52.212736267153666, 0.1584397527720702 52.212588262315656, 0.1596497475271887 52.212433428904234, 0.1626099766627236 52.212330953632005, 0.1643001928023983 52.212360273980785, 0.1654185099911695 52.212339754472374, 0.1665136874765408 52.212247270977905, 0.1707935417644673 52.2114207059202, 0.172759189455095 52.2110588255283), (0.1727643953223712 52.21105831166807, 0.1751153303685431 52.210761165455175, 0.1760001213630011 52.21077159167173, 0.1777243294547653 52.210910607658626, 0.1796980939808638 52.211028770905465, 0.1814903629183556 52.21109132779125, 0.1841674228503052 52.21132765300928, 0.1852677398562337 52.21139020947422, 0.187422999970939 52.211369357329026, 0.1893400471255979 52.211331128370766, 0.1914215746574317 52.211254670355544))"
