FROMNODENO,TONODENO,WKT
30126,30447,"LINESTRING (-1.52108861010506 52.4103012983848, -1.51934607680623 52.409870776663)"
30447,30126,"LINESTRING (-1.51934607680623 52.409870776663, -1.52108861010506 52.4103012983848)"
30116,30679,"LINESTRING (-1.52524999973344 52.4184271751976, -1.52486100352253 52.4218197226125)"
30679,30116,"LINESTRING (-1.52486100352253 52.4218197226125, -1.52524999973344 52.4184271751976)"
30108,30111,"LINESTRING (-1.52777015923518 52.4165043823763, -1.52686387604444 52.4170820302055)"
30111,30108,"LINESTRING (-1.52686387604444 52.4170820302055, -1.52777015923518 52.4165043823763)"
30107,30116,"LINESTRING (-1.52847689733123 52.4219282490371, -1.52524999973344 52.4184271751976)"
30116,30107,"LINESTRING (-1.52524999973344 52.4184271751976, -1.52847689733123 52.4219282490371)"
30103,30108,"LINESTRING (-1.52938362988391 52.415485936764, -1.52777015923518 52.4165043823763)"
30108,30103,"LINESTRING (-1.52777015923518 52.4165043823763, -1.52938362988391 52.415485936764)"
30098,30106,"LINESTRING (-1.53144672907106 52.3900519941535, -1.52889100968761 52.3927119230669)"
30106,30098,"LINESTRING (-1.52889100968761 52.3927119230669, -1.53144672907106 52.3900519941535)"
30084,30092,"LINESTRING (-1.53496793454138 52.3863709291952, -1.53236799068202 52.3890847014142)"
30092,30084,"LINESTRING (-1.53236799068202 52.3890847014142, -1.53496793454138 52.3863709291952)"
30098,30099,"LINESTRING (-1.53144672907106 52.3900519941535, -1.53133971341087 52.3940884373302)"
30099,30098,"LINESTRING (-1.53133971341087 52.3940884373302, -1.53144672907106 52.3900519941535)"
30085,30096,"LINESTRING (-1.53440329640718 52.4149124490295, -1.53176665651008 52.4139850495818)"
30096,30085,"LINESTRING (-1.53176665651008 52.4139850495818, -1.53440329640718 52.4149124490295)"
30077,30082,"LINESTRING (-1.54001696843441 52.408101904379, -1.53553559502226 52.4050906765731)"
30082,30077,"LINESTRING (-1.53553559502226 52.4050906765731, -1.54001696843441 52.408101904379)"
30078,30080,"LINESTRING (-1.53939424751221 52.4086119191178, -1.53681159337522 52.4081703086465)"
30080,30078,"LINESTRING (-1.53681159337522 52.4081703086465, -1.53939424751221 52.4086119191178)"
30071,30078,"LINESTRING (-1.54435861124525 52.4104651319595, -1.53939424751221 52.4086119191178)"
30078,30071,"LINESTRING (-1.53939424751221 52.4086119191178, -1.54435861124525 52.4104651319595)"
30072,30076,"LINESTRING (-1.54331080550213 52.4450280671038, -1.54069698653507 52.4431300337085)"
30076,30072,"LINESTRING (-1.54069698653507 52.4431300337085, -1.54331080550213 52.4450280671038)"
30064,30077,"LINESTRING (-1.54785621921308 52.4077095885367, -1.54001696843441 52.408101904379)"
30077,30064,"LINESTRING (-1.54001696843441 52.408101904379, -1.54785621921308 52.4077095885367)"
30050,30053,"LINESTRING (-1.55600595370853 52.4065301574825, -1.55535333605879 52.4091674353922)"
30053,30050,"LINESTRING (-1.55535333605879 52.4091674353922, -1.55600595370853 52.4065301574825)"
30044,30046,"LINESTRING (-1.56080710529454 52.3943720493505, -1.55985651798862 52.3943102092556)"
30046,30044,"LINESTRING (-1.55985651798862 52.3943102092556, -1.56080710529454 52.3943720493505)"
30035,30039,"LINESTRING (-1.56457580831934 52.4077532030677, -1.56367455268668 52.4090995263822)"
30039,30035,"LINESTRING (-1.56367455268668 52.4090995263822, -1.56457580831934 52.4077532030677)"
30017,30019,"LINESTRING (-1.58148198271201 52.4054599268046, -1.58105048220635 52.4064697917221)"
30019,30017,"LINESTRING (-1.58105048220635 52.4064697917221, -1.58148198271201 52.4054599268046)"
30018,30019,"LINESTRING (-1.58113273919991 52.4081916906044, -1.58105048220635 52.4064697917221)"
30019,30018,"LINESTRING (-1.58105048220635 52.4064697917221, -1.58113273919991 52.4081916906044)"
30006,30012,"LINESTRING (-1.59554836453592 52.4152091918553, -1.59263543678447 52.4154059713871)"
30012,30006,"LINESTRING (-1.59263543678447 52.4154059713871, -1.59554836453592 52.4152091918553)"
30022,30025,"LINESTRING (-1.57936447010424 52.3932685259845, -1.57630941692043 52.3930081463226)"
30025,30022,"LINESTRING (-1.57630941692043 52.3930081463226, -1.57936447010424 52.3932685259845)"
30026,30027,"LINESTRING (-1.57603945416874 52.3941045395779, -1.57598822305812 52.3944190112587)"
30027,30026,"LINESTRING (-1.57598822305812 52.3944190112587, -1.57603945416874 52.3941045395779)"
30600,30602,"LINESTRING (-1.56961556259338 52.3934039903921, -1.56970927542723 52.3942985702489)"
30602,30600,"LINESTRING (-1.56970927542723 52.3942985702489, -1.56961556259338 52.3934039903921)"
30099,30106,"LINESTRING (-1.53133971341087 52.3940884373302, -1.52889100968761 52.3927119230669)"
30106,30099,"LINESTRING (-1.52889100968761 52.3927119230669, -1.53133971341087 52.3940884373302)"
30145,30155,"LINESTRING (-1.51446368453442 52.4109912964255, -1.51146419058905 52.4116222574549)"
30155,30145,"LINESTRING (-1.51146419058905 52.4116222574549, -1.51446368453442 52.4109912964255)"
30111,30306,"LINESTRING (-1.52686387604444 52.4170820302055, -1.52834343892872 52.4180687045405)"
30306,30111,"LINESTRING (-1.52834343892872 52.4180687045405, -1.52686387604444 52.4170820302055)"
30111,30115,"LINESTRING (-1.52686387604444 52.4170820302055, -1.52572666738397 52.4178537181593)"
30115,30111,"LINESTRING (-1.52572666738397 52.4178537181593, -1.52686387604444 52.4170820302055)"
30094,30100,"LINESTRING (-1.53176675260879 52.4275607005087, -1.53372659540553 52.4219226456154)"
30100,30094,"LINESTRING (-1.53372659540553 52.4219226456154, -1.53176675260879 52.4275607005087)"
30079,30094,"LINESTRING (-1.53756845320103 52.4283945231899, -1.53176675260879 52.4275607005087)"
30094,30079,"LINESTRING (-1.53176675260879 52.4275607005087, -1.53756845320103 52.4283945231899)"
30079,30081,"LINESTRING (-1.53756845320103 52.4283945231899, -1.53658046807947 52.428743309316)"
30081,30079,"LINESTRING (-1.53658046807947 52.428743309316, -1.53756845320103 52.4283945231899)"
30097,30527,"LINESTRING (-1.53127813577749 52.4370615909955, -1.53158388274269 52.4358850984293)"
30527,30097,"LINESTRING (-1.53158388274269 52.4358850984293, -1.53127813577749 52.4370615909955)"
30119,30121,"LINESTRING (-1.52271391716689 52.4370461802203, -1.52270062191547 52.4367873810657)"
30121,30119,"LINESTRING (-1.52270062191547 52.4367873810657, -1.52271391716689 52.4370461802203)"
30119,30120,"LINESTRING (-1.52271391716689 52.4370461802203, -1.522817038571 52.4408640174344)"
30120,30119,"LINESTRING (-1.522817038571 52.4408640174344, -1.52271391716689 52.4370461802203)"
30121,30122,"LINESTRING (-1.52270062191547 52.4367873810657, -1.52253801930638 52.4353716259635)"
30122,30121,"LINESTRING (-1.52253801930638 52.4353716259635, -1.52270062191547 52.4367873810657)"
30113,30588,"LINESTRING (-1.52617912426718 52.4447115213776, -1.52168836405612 52.4459231311158)"
30588,30113,"LINESTRING (-1.52168836405612 52.4459231311158, -1.52617912426718 52.4447115213776)"
30095,30113,"LINESTRING (-1.53149482270884 52.4451976413996, -1.52617912426718 52.4447115213776)"
30113,30095,"LINESTRING (-1.52617912426718 52.4447115213776, -1.53149482270884 52.4451976413996)"
30091,30095,"LINESTRING (-1.5318725777102 52.4428707031069, -1.53149482270884 52.4451976413996)"
30095,30091,"LINESTRING (-1.53149482270884 52.4451976413996, -1.5318725777102 52.4428707031069)"
30259,30265,"LINESTRING (-1.47128494602972 52.394023751045, -1.46767605396309 52.3959494439741)"
30265,30259,"LINESTRING (-1.46767605396309 52.3959494439741, -1.47128494602972 52.394023751045)"
30235,30241,"LINESTRING (-1.48095922074341 52.4061673745197, -1.47863700687229 52.4061391819564)"
30241,30235,"LINESTRING (-1.47863700687229 52.4061391819564, -1.48095922074341 52.4061673745197)"
30283,30288,"LINESTRING (-1.45575478602431 52.4188650799081, -1.45294419104555 52.420227610174)"
30288,30283,"LINESTRING (-1.45294419104555 52.420227610174, -1.45575478602431 52.4188650799081)"
30232,30238,"LINESTRING (-1.4820771363378 52.4299602011772, -1.47998611931686 52.425096639329)"
30238,30232,"LINESTRING (-1.47998611931686 52.425096639329, -1.4820771363378 52.4299602011772)"
30236,30238,"LINESTRING (-1.48096153836345 52.424333108233, -1.47998611931686 52.425096639329)"
30238,30236,"LINESTRING (-1.47998611931686 52.425096639329, -1.48096153836345 52.424333108233)"
30231,30236,"LINESTRING (-1.4829782632061 52.4224683380482, -1.48096153836345 52.424333108233)"
30236,30231,"LINESTRING (-1.48096153836345 52.424333108233, -1.4829782632061 52.4224683380482)"
30232,30239,"LINESTRING (-1.4820771363378 52.4299602011772, -1.47991944130965 52.4307651863324)"
30239,30232,"LINESTRING (-1.47991944130965 52.4307651863324, -1.4820771363378 52.4299602011772)"
30239,30240,"LINESTRING (-1.47991944130965 52.4307651863324, -1.47891464029361 52.4294844475435)"
30240,30239,"LINESTRING (-1.47891464029361 52.4294844475435, -1.47991944130965 52.4307651863324)"
30234,30239,"LINESTRING (-1.48120757360283 52.4326997852682, -1.47991944130965 52.4307651863324)"
30239,30234,"LINESTRING (-1.47991944130965 52.4307651863324, -1.48120757360283 52.4326997852682)"
30263,30581,"LINESTRING (-1.46747461478855 52.440773430444, -1.4646646718996 52.4363421064656)"
30581,30263,"LINESTRING (-1.4646646718996 52.4363421064656, -1.46747461478855 52.440773430444)"
30277,30284,"LINESTRING (-1.45960643971572 52.4162202458646, -1.45489650213824 52.4181149453839)"
30284,30277,"LINESTRING (-1.45489650213824 52.4181149453839, -1.45960643971572 52.4162202458646)"
30273,30277,"LINESTRING (-1.46047161420868 52.416936383308, -1.45960643971572 52.4162202458646)"
30277,30273,"LINESTRING (-1.45960643971572 52.4162202458646, -1.46047161420868 52.416936383308)"
30287,30574,"LINESTRING (-1.45355049492251 52.4153018399658, -1.4528911110995 52.4153437426361)"
30574,30287,"LINESTRING (-1.4528911110995 52.4153437426361, -1.45355049492251 52.4153018399658)"
30272,30569,"LINESTRING (-1.46167311170833 52.3860156419785, -1.45803409168583 52.3869708070975)"
30569,30272,"LINESTRING (-1.45803409168583 52.3869708070975, -1.46167311170833 52.3860156419785)"
30166,30568,"LINESTRING (-1.50900526987629 52.3797481126171, -1.50586557275878 52.3793762715667)"
30568,30166,"LINESTRING (-1.50586557275878 52.3793762715667, -1.50900526987629 52.3797481126171)"
30200,30358,"LINESTRING (-1.49822061428681 52.3883134849121, -1.49672061903518 52.3870487659505)"
30358,30200,"LINESTRING (-1.49672061903518 52.3870487659505, -1.49822061428681 52.3883134849121)"
30203,30206,"LINESTRING (-1.49621332798294 52.3867586396877, -1.49490100830121 52.3862785286196)"
30206,30203,"LINESTRING (-1.49490100830121 52.3862785286196, -1.49621332798294 52.3867586396877)"
30140,30348,"LINESTRING (-1.51587253623579 52.3899682074191, -1.51564008520787 52.3908249698222)"
30348,30140,"LINESTRING (-1.51564008520787 52.3908249698222, -1.51587253623579 52.3899682074191)"
30092,30098,"LINESTRING (-1.53236799068202 52.3890847014142, -1.53144672907106 52.3900519941535)"
30098,30092,"LINESTRING (-1.53144672907106 52.3900519941535, -1.53236799068202 52.3890847014142)"
30089,30099,"LINESTRING (-1.53249423502949 52.3946613040278, -1.53133971341087 52.3940884373302)"
30099,30089,"LINESTRING (-1.53133971341087 52.3940884373302, -1.53249423502949 52.3946613040278)"
30123,30439,"LINESTRING (-1.52256958844872 52.4058043794693, -1.51975764326028 52.4057581897967)"
30439,30123,"LINESTRING (-1.51975764326028 52.4057581897967, -1.52256958844872 52.4058043794693)"
30033,30035,"LINESTRING (-1.56552963536849 52.4078777960919, -1.56457580831934 52.4077532030677)"
30035,30033,"LINESTRING (-1.56457580831934 52.4077532030677, -1.56552963536849 52.4078777960919)"
30019,30030,"LINESTRING (-1.58105048220635 52.4064697917221, -1.57342625881409 52.4065091279768)"
30030,30019,"LINESTRING (-1.57342625881409 52.4065091279768, -1.58105048220635 52.4064697917221)"
30030,30031,"LINESTRING (-1.57342625881409 52.4065091279768, -1.57162567168132 52.4022250021622)"
30031,30030,"LINESTRING (-1.57162567168132 52.4022250021622, -1.57342625881409 52.4065091279768)"
30029,30030,"LINESTRING (-1.57385290234488 52.4098225542811, -1.57342625881409 52.4065091279768)"
30030,30029,"LINESTRING (-1.57342625881409 52.4065091279768, -1.57385290234488 52.4098225542811)"
30031,30034,"LINESTRING (-1.57162567168132 52.4022250021622, -1.56553976924979 52.403289772016)"
30034,30031,"LINESTRING (-1.56553976924979 52.403289772016, -1.57162567168132 52.4022250021622)"
30009,30010,"LINESTRING (-1.5930178770392 52.4134895833892, -1.59276215763503 52.4144174949336)"
30010,30009,"LINESTRING (-1.59276215763503 52.4144174949336, -1.5930178770392 52.4134895833892)"
30009,30014,"LINESTRING (-1.5930178770392 52.4134895833892, -1.58614052415795 52.4127546651956)"
30014,30009,"LINESTRING (-1.58614052415795 52.4127546651956, -1.5930178770392 52.4134895833892)"
30021,30023,"LINESTRING (-1.57969090497878 52.4113654301907, -1.57881769755172 52.4112055595706)"
30023,30021,"LINESTRING (-1.57881769755172 52.4112055595706, -1.57969090497878 52.4113654301907)"
30120,30132,"LINESTRING (-1.522817038571 52.4408640174344, -1.51690800648234 52.4404191929147)"
30132,30120,"LINESTRING (-1.51690800648234 52.4404191929147, -1.522817038571 52.4408640174344)"
30120,30587,"LINESTRING (-1.522817038571 52.4408640174344, -1.52275695290074 52.4411492107119)"
30587,30120,"LINESTRING (-1.52275695290074 52.4411492107119, -1.522817038571 52.4408640174344)"
30221,30229,"LINESTRING (-1.48721922592894 52.4367791297542, -1.48299790050385 52.4392600129366)"
30229,30221,"LINESTRING (-1.48299790050385 52.4392600129366, -1.48721922592894 52.4367791297542)"
30221,30740,"LINESTRING (-1.48721922592894 52.4367791297542, -1.49260556278604 52.4379242215893)"
30740,30221,"LINESTRING (-1.49260556278604 52.4379242215893, -1.48721922592894 52.4367791297542)"
30210,30216,"LINESTRING (-1.4919364283736 52.4269463053122, -1.48948041665446 52.4282213214011)"
30216,30210,"LINESTRING (-1.48948041665446 52.4282213214011, -1.4919364283736 52.4269463053122)"
30180,30189,"LINESTRING (-1.50442626392296 52.4315126003762, -1.50314075294201 52.4295021468797)"
30189,30180,"LINESTRING (-1.50314075294201 52.4295021468797, -1.50442626392296 52.4315126003762)"
30146,30157,"LINESTRING (-1.51352861451891 52.4047164254543, -1.51070743721458 52.4051883721477)"
30157,30146,"LINESTRING (-1.51070743721458 52.4051883721477, -1.51352861451891 52.4047164254543)"
30204,30420,"LINESTRING (-1.49552470736844 52.4083458842858, -1.49278508081338 52.4086687448139)"
30420,30204,"LINESTRING (-1.49278508081338 52.4086687448139, -1.49552470736844 52.4083458842858)"
30214,30418,"LINESTRING (-1.49101743346451 52.4078068334967, -1.49133877543192 52.4080086844982)"
30418,30214,"LINESTRING (-1.49133877543192 52.4080086844982, -1.49101743346451 52.4078068334967)"
30061,30065,"LINESTRING (-1.54873482932218 52.4125714980262, -1.54778267139077 52.4140066159908)"
30065,30061,"LINESTRING (-1.54778267139077 52.4140066159908, -1.54873482932218 52.4125714980262)"
30305,30306,"LINESTRING (-1.52926781464002 52.4186837152444, -1.52834343892872 52.4180687045405)"
30306,30305,"LINESTRING (-1.52834343892872 52.4180687045405, -1.52926781464002 52.4186837152444)"
30308,30309,"LINESTRING (-1.52064096993693 52.3996745305734, -1.51853369612621 52.3990855449338)"
30309,30308,"LINESTRING (-1.51853369612621 52.3990855449338, -1.52064096993693 52.3996745305734)"
30136,30309,"LINESTRING (-1.51655639060272 52.3985866730791, -1.51853369612621 52.3990855449338)"
30309,30136,"LINESTRING (-1.51853369612621 52.3990855449338, -1.51655639060272 52.3985866730791)"
30258,30261,"LINESTRING (-1.47129791519133 52.383158174641, -1.46962794177746 52.3814570271398)"
30261,30258,"LINESTRING (-1.46962794177746 52.3814570271398, -1.47129791519133 52.383158174641)"
30251,30254,"LINESTRING (-1.47313617247398 52.444547651389, -1.47196596375299 52.4490195083073)"
30254,30251,"LINESTRING (-1.47196596375299 52.4490195083073, -1.47313617247398 52.444547651389)"
30145,30646,"LINESTRING (-1.51446368453442 52.4109912964255, -1.51422327448581 52.4107163527691)"
30646,30145,"LINESTRING (-1.51422327448581 52.4107163527691, -1.51446368453442 52.4109912964255)"
30107,30305,"LINESTRING (-1.52847689733123 52.4219282490371, -1.52926781464002 52.4186837152444)"
30305,30107,"LINESTRING (-1.52926781464002 52.4186837152444, -1.52847689733123 52.4219282490371)"
30311,30614,"LINESTRING (-1.59474958424039 52.4008254513317, -1.59530841467046 52.4008530886613)"
30614,30311,"LINESTRING (-1.59530841467046 52.4008530886613, -1.59474958424039 52.4008254513317)"
30007,30311,"LINESTRING (-1.5954885049781 52.4012980060599, -1.59474958424039 52.4008254513317)"
30311,30007,"LINESTRING (-1.59474958424039 52.4008254513317, -1.5954885049781 52.4012980060599)"
30312,30605,"LINESTRING (-1.55650200032955 52.3869323813656, -1.55573767680185 52.388913509024)"
30605,30312,"LINESTRING (-1.55573767680185 52.388913509024, -1.55650200032955 52.3869323813656)"
30089,30313,"LINESTRING (-1.53249423502949 52.3946613040278, -1.53773168954213 52.3964055609936)"
30313,30089,"LINESTRING (-1.53773168954213 52.3964055609936, -1.53249423502949 52.3946613040278)"
30314,30375,"LINESTRING (-1.49559571267661 52.3957742099617, -1.49440003896014 52.3933176697564)"
30375,30314,"LINESTRING (-1.49440003896014 52.3933176697564, -1.49559571267661 52.3957742099617)"
30315,30573,"LINESTRING (-1.46366532254379 52.3858238081624, -1.46504915783962 52.384923761727)"
